compound_name,MARS_C03_000m_1,MARS_C03_000m_2,MARS_C03_000m_3,MARS_C10_000m_1,MARS_C10_000m_2,MARS_C10_000m_3,MARS_C12_000m_1,MARS_C12_000m_2,MARS_C12_000m_3,MARS_C15_000m_1,MARS_C15_000m_2,MARS_C15_000m_3,MARS_C18_000m_1,MARS_C18_000m_2,MARS_C18_000m_3,MARS_C21_000m_1,MARS_C21_000m_2,MARS_C21_000m_3,MARS_C25_000m_1,MARS_C25_000m_2,MARS_C25_000m_3,MARS_C29_000m_1,MARS_C29_000m_2,MARS_C29_000m_3,MARS_C34_000m_1,MARS_C34_000m_2,MARS_C34_000m_3,MARS_C38_000m_1,MARS_C38_000m_2,MARS_C38_000m_3
TAG 44:5 +3O,68607936.81,63475159.74,72163457.8,23510349.69,42206670.24,70893093.25,14262801.89,9241285.14,4280252.89,24816990.56,22713393.93,22854148.42,18910064.83,14604309.41,10269014.1,36633103.74,14056253.78,42151125.78,25407595.28,21423236.92,24270711.14,21538940.23,40582518.39,27176835.79,29697987.34,25782222.9,46941921.42,84281389.96,71603304.78,82734905.37
TAG 44:6 +4O,45002475.09,40318844.02,46373955.53,53515776.5,99913675.85,154170595.3,14877722.88,15528961.94,17397505.55,89106355.18,87448048.33,79326284.23,42644154.87,46886432.73,56299223.34,73145075.18,63568614.26,88008350.9,30193637.78,27848559.44,34820629.87,37652901.98,58577875.16,39846311.12,25193342.1,22585782.83,42382085.85,64670402,55987609.69,66017991.5
TAG 44:7 +3O,69767291.5,68032969.49,68899034.26,91103827.76,146811601.1,261653088,54328742.4,54058017.09,57713366.2,141849682.8,127025609,119395540.3,134862855.2,131063838.9,233500872.2,143176681.2,58407815.65,141948833.5,98099581.01,93226291.75,120001523.6,81204443.07,145737638.4,84549203.63,69076773.26,59986258.65,109248303.2,151334499.3,130544660.4,153345276
TAG 44:8 +3O,24878592.34,25702877.24,23666209.31,12280760.64,20838273.89,32336710.39,4197276.87,3629041.01,3256854.68,14685394.92,13452940.82,13555178.22,14616877.81,11960490.82,10485182.21,12745374.52,11664462.78,20034751.18,12323856.45,9383849.72,9252420.45,2711423.16,5202341.31,4625762.9,9892869.07,6870995.52,9480450.84,21991185.15,20166186.11,25183168.51
TAG 44:8 +4O,7866872.82,9272055.95,7555363.44,1924608.44,1898070.39,4209595.71,635298.44,619830.77,647862.02,637567.67,306629.6,1066318.08,1331702.77,1384653.23,2595263.4,1630668.99,1785611.44,1694269.88,836958.95,777228.46,978411.58,315111.78,757362.28,225329.01,310631.41,328251.02,700980.26,1812587.03,1661473.21,2074004.99
TAG 44:9 +4O_RT:15.50835433,32877780.37,31388687.18,30696921.49,1341013.46,11278376.53,61753619.97,4724718.86,4707454.37,5032853.01,10759727.77,5968773.63,10699811.57,10274561.94,8518371.84,12741911.25,11281133.79,25081102.14,11707270.16,5517935.4,5424510.9,7201871.09,3959502.86,7203728.66,3439432.09,3441519.98,3620786.24,7709085.96,13305182.09,12815950.91,16727265.52
TAG 44:9 +4O_RT:16.33187899,137984339.3,143734880.2,137342749.4,73034829.27,100770318,206439805.3,25121129.27,24259832.63,25069649.47,99096105.92,81552769.06,89763829.99,70286660.99,73168813.89,104871674.4,76851139.61,85364854.89,85020744.91,25061230.67,24432132.23,32197028.3,21900746.65,41864800.95,24749837.25,14284933.03,12444281.28,22733013.97,38624462.75,34630420.87,42318641.36
TAG 46:7 +4O,35166235.61,30883249.8,32700721.97,43136595.18,73234101.03,126568000.7,13228908.28,13224039.61,14187785.3,73301611.86,77901234.16,69645369.65,21425358.81,28332673.05,31309687.62,51274862.65,44691713.08,58035313.82,35735718.96,31679968.48,38012687.28,29677844.47,56402187.51,36557843.04,25046179.66,20264966.77,34297476.46,39111511.4,35830268.33,44705616.42
TAG 46:9 +3O,12229794.05,11480556.4,12138316.76,9302358.04,17146212.38,27149528.1,3547551.64,3211225.3,3068812.55,12766411.12,12501300.37,10818790.98,10203096.21,18186612.92,6831023.25,18099338.29,7037721.52,19384179.59,15178559.08,13732996.63,16837504.91,11357576.05,23801895.82,14384115.41,11929712.14,10352886.73,18842785.56,24100040.52,22261702.73,27990076.51
TAG 46:9 +4O,6205107.65,5987659.47,6039213.21,3636720.67,5168949.12,10251323.07,17274842.52,16221508.59,16227543.46,7045339.81,6042068.98,6281411.4,14850556.8,18469102.06,24924287.9,4805063.39,5350370.01,4998836.57,5307419.68,4974841.17,6322655.33,4348442.41,9050751.1,5158608.06,4219971.76,3699868.98,6808606.28,3606076.26,3178106.94,3820133.31
TAG 48:0,39010805.47,54044513.83,28360304.68,24466138.11,78110185.82,113663000.7,11157173.57,11408682.67,12526655.16,41349802.31,40884202.92,36846416.58,19764768.19,18856925.18,28118024.15,83902701.84,32467193.87,84168642.64,29671764.9,26780286.99,32750594.51,25105235.28,56729110.24,30983496.12,23206888.77,20053642.53,36347171.34,46164992.74,41056539.27,49769001.53
TAG 48:1,24777028.09,84916005.27,102795016.6,63193102.23,97626644.38,162364627.4,234289557.1,239571248.3,263048670.5,954215119.2,258922197.3,821947435.7,682771813.2,342842097.3,960688070.5,533915196.5,514052815,543012413,122546201.9,110085647.5,133968616.9,182204329.5,661828531.6,182244771.7,152943406.3,126169134.8,218071940.2,215425544.9,199797403.2,252151853.2
TAG 48:10 +1O,3657263.01,1814351.54,3899541.89,428157.42,1032170.31,443826.96,2900865.13,2509910.19,2254797.93,286267.86,327073.62,453494.36,2335836.24,3085678.67,4217703.62,6864766.51,5140639.03,7602329.01,11610690.61,10414556.05,12653638.79,5264000.95,7012348.35,5467675.79,6856580.77,5633045.66,9692579.02,16003864.15,13411802.83,15262493.8
TAG 48:11 +1O,11780202.01,7716332.69,9212786.88,1382102.35,3343267.25,5299961.22,3900698.6,3931683.38,4254750.61,3335479.58,3538985.44,2830027.59,5206399.47,5652765.41,6790877.02,6351953.14,4595206.98,6240458.11,9026225,7732215.21,8927668.18,4044919.35,6141341.46,4552084.34,5269980.76,4502124.38,8072837.04,11998585.97,10533532.93,12603834.91
TAG 48:11 +4O,16660864.84,13897160.7,16661679,36699207.17,53003340.38,108250476.8,3347152.07,3365561.39,3632730,12882053.8,11992699.52,8644736.2,12936939.18,7542770.07,13356061.47,19831547.71,22727035.71,20906404.78,7095422.04,6248733.63,7443316.93,6883693.54,14182277.56,8201513.68,4430406.04,3830471.05,6946348.3,22774729.75,20938835.03,26211674.14
TAG 48:12 +1O,73145260.26,61765158.66,67355723.62,6932072.47,11995492.82,20567590.6,4462869.43,4449386.24,4760128.96,4612093.33,5042385.03,4109792.62,7187188.43,6685637.11,10778575.92,2186555.26,2272703.57,2144942.83,838549.88,666531.59,699671.79,0,1024275.6,0,632915.15,585836.75,1130800.89,2062036.34,916929.38,0
TAG 48:2,853257181.4,385928053.3,815254571.3,192372041.5,255090966.6,1705716.83,178410588.7,182434734.4,200322294.2,604239076.1,803951802.3,538420361.6,395191175.4,617031544.9,515392921,2158642.06,459847724.7,3968487.87,82604791.95,90554239.37,131233660,172595713.1,409606052.2,126302853.2,181591151.4,175606494.4,351517248.7,549548956.7,490023932.8,595605278.2
TAG 48:3,487635068.4,50184191.41,460854951.1,61165345.28,753205363.2,194850858.3,9372025.8,9697380.27,10772923.44,68386211.51,476982367.4,62355474.21,25155159.51,257139888.9,37490698.87,406800978.6,324671938.7,515872325.8,83854987.75,74389686.09,89319803.21,113378481.9,236371292.7,154917480.6,247891766.4,184763897.5,282700221.5,553979912.9,424250905.8,431331346.6
TAG 48:4,406362557,5404451.38,354503808.5,118253000.9,808998353.1,232738525.2,16735760.36,10838248.54,5010662.07,254460321.9,504238502.6,240918877.6,30545550.84,205711911.1,39833867.54,610201467.9,514063902.9,461569975.8,70954220.41,65462923.76,81876486.28,101230787.4,244250335.8,59233154.35,147680201.3,141952750.5,282700221.5,369319941.9,298344185.4,325157476.7
TAG 48:5,690816346.9,57904836.25,531755712.8,387380520.1,864791343,1082504768,8702595.39,40957170.8,80170593.05,413498023.1,327073623.3,340120768.4,287487537.3,291425207.4,421770362.2,381375917.5,487007908,515872325.8,83854987.75,80340860.97,104206437.1,52640009.46,236371292.7,127579101.7,163503080,132939877.5,226160177.2,461649927.4,320241006.3,278706408.6
TAG 48:6,134099643.8,463238.69,127621371.1,11621415.6,256647753.4,31392638.28,43512976.92,44493862.43,48853955.14,114507144.8,121289802,110539249.7,106011029.4,82284764.44,156992301.5,111870269.1,110929579,124895405.2,25801534.69,23507140.8,29028936.04,14982156.54,94548517.07,17769946.31,63291514.83,46641618.02,70271197.93,110795982.6,79375975.93,72994535.58
TAG 48:7,101590639.3,77206448.33,67355723.62,148835673.5,217592660.5,395114240.4,15620043,15972155.74,17537317.23,47711310.35,46335429.97,42515096.05,37732739.27,34285318.52,39833867.54,43222603.98,37878392.84,40726762.57,9675575.51,9224321.08,11909307.1,7288616.69,29152459.43,6834594.73,18460025.16,16448493.31,30693166.91,33854328.01,25455054.35,25216294.11
TAG 48:8,61434866.64,59383841.57,61665051.24,147832602.6,217514355,393431540.9,4504399.78,3798269.91,3283658.47,29905035.83,23942947.61,28719457.56,30833954.74,15215678.64,22196143.32,25099709.37,38421271.38,33821322.76,8012460.19,7209232.43,8787766.06,5646191.71,16273485.9,7868536.78,14729702.39,11883889.96,20043041.85,24931859.82,20130675.37,21926828.54
TAG 48:8 +2O,2478811.6,2470606.35,2481526.66,4077689.69,5858263.94,11366300.07,2008291.24,2110606.3,2380064.48,5248244.14,4769823.67,4818377.55,3952953.64,3771385.04,5857921.7,2542506.12,2976159.44,3258141.01,1741603.59,1547305.47,1860829.23,485907.78,866694.74,592331.54,685658.08,585836.75,1050029.39,1785046.39,1560148.49,1858042.72
TAG 48:9,23162665.75,28180353.64,26942289.45,34660362.32,50213690.88,97425429.15,5578586.79,5419124.27,5636994.82,14472430.81,9130805.32,10061906.06,12936939.18,13542700.81,11950160.26,17797542.81,16504156.88,32581410.05,2838168.82,2945831.57,4093824.31,3603816.03,8666947.4,6834594.73,7384010.06,6309011.13,11308008.86,12310664.73,8621873.25,7631246.9
TAG 50:1,268194931.5,73341769.79,251693347.9,448541509.2,72526530.71,27058263.08,178510421,182534566.7,200422126.5,556627598,586002552.4,510176796.5,413258978.7,479990103.1,609219500.4,991573029.3,351723577.4,1031740296,412820199,371944074.3,454037976.9,315835700.6,724867608,391845741.9,263710289,238836779.6,452315998.3,400092247.6,369504497.3,464506324.8
TAG 50:2,60954383.55,88787415.58,77990837.88,63204190.12,100427381.8,135313096,211986297.8,216764970.8,238006448.1,588439494.4,245305217.5,510181152.6,431231306,325710525.9,656087230.1,381375917.5,378783928.4,461569975.8,122557289.8,101169973.1,111649754,141723102.4,732751007.3,154917480.6,121308736.8,117167349.6,234237326.4,258523959.3,206651247.7,222301540.2
TAG 50:3,4876350.68,3126861.16,3048732.75,81553793.7,111585979.7,1515506.68,5578586.79,5305037.44,5386461.72,381690482.8,504238502.6,340120768.4,233583624.1,342853185.2,281180241.5,457651100.9,297615943.8,597325851,122557289.8,124974672.6,171196289.5,279396973.3,417589283.7,227819824.4,242617473.5,220815389.7,420011757.7,677086560.2,602162576,729945355.8
TAG 50:4,223499406.4,46323869,460854951.1,937868627.6,1283238767,70362809.94,55004865.7,55389154.38,59877411.68,206749011.5,626891111.4,188483592.5,113916936.7,165940941.6,171519947.3,333068301.2,297615943.8,407267625.7,83209949.38,81531095.95,107928095.5,105280018.9,263947943.5,180888940.6,190929403.1,121899108,144580970.4,427795599.4,322430688.4,320512369.9
TAG 50:5,101590639.3,26250192.43,88625952.14,203884484.3,808998353.1,156963191.4,145043256.4,154017216.1,175373172.3,636150804.7,586006908.5,566867947.3,395295363.8,359995844.4,538928796.2,737326773.7,487007908,407267625.7,135458057.1,92243210.75,74433169.34,85033861.43,433347369.9,100240722.7,142405908.4,126180222.7,234237326.4,338543280.1,328452314.2,431331346.6
TAG 50:6,357599050.2,26250192.43,354503808.5,59126500.43,1032170313,140725619.9,133886082.8,142608533.4,162846517.1,413498023.1,436098164.5,566867947.3,539039132.4,565707755.5,773245664.1,533926284.4,351727933.6,678779376.1,148358824.5,127950260.1,148866338.7,76935398.44,393952154.4,182255859.5,305908988.3,243347572.3,403857459.3,677086560.2,520049497.4,530869349.7
TAG 50:7,195054027.4,177574831.2,191432056.6,199806794.6,334757939.2,595377622.6,59133019.92,60466018.17,66391272.37,222652781.6,218049082.2,155888685.5,149134160,145712603.7,149962795.5,170347909.8,162335969.3,171052402.8,41927493.88,36897284.3,43915569.91,27939697.33,149701818.7,43741406.29,89662979.34,72102984.38,121157237.8,150805643,113589758.7,112809736.8
TAG 50:8,48763506.84,42463546.58,24460762.79,73398414.33,100427381.8,221913477.5,30124368.64,30233009.09,32569303.43,143133931.1,136280676.4,128962458,91636652.52,73713434.81,107785759.2,111870269.1,105518380.1,111319817.7,24511457.96,23507140.8,30517599.43,19031388.03,78790430.89,19136865.25,44304060.38,41008572.37,79156062.03,92329985.48,67059014.14,63040735.27
TAG 50:9,211308529.7,227759022.6,202067170.9,428157416.9,613722888.6,1136630007,26777216.57,27380838.42,30063972.39,93832243.69,109024541.1,85030192.1,84449464.08,66856371.11,98413084.52,86445207.96,83873584.16,86883760.14,25801534.69,23507140.8,29028936.04,19841234.33,78002526.58,25060180.69,58017221.92,43712434.28,67848053.17,107718316.4,76638873.31,69676602.14
TAG 52:1,40636255.7,42463546.58,67355723.62,26504982.95,12832387.67,454652002.7,17851477.71,18253892.28,20042648.26,55663195.41,46335429.97,12896245.8,11679181.2,29142520.74,14761962.68,88987714.07,35172793.36,103174465.2,38702302.04,35111931.83,43171238.22,28749543.63,54365397.31,31439135.77,26371464.51,23658791.75,44424320.53,58475657.47,50636398.44,59722801.84
TAG 52:10,207244904.1,185295476,187887018.5,203884484.3,334757939.2,595377622.6,44628694.28,65029491.24,92697248.21,206749011.5,218049082.2,198403781.6,197647681.9,222854570.4,328043615.1,157635379.2,156924770.4,162907050.3,64503836.73,59511748.87,74433169.34,60738472.45,220613206.5,50120361.37,163503080,132939877.5,226160177.2,209281300.4,154646297.9,149307004.6
TAG 52:11,60954383.55,61765158.66,53175571.28,95825707.6,128323876.7,248976096.7,13388608.28,10952335.37,9019191.72,14790506.21,10902454.11,15588868.55,23358362.41,37713850.37,13121744.6,15763537.92,11092957.9,15204658.02,4837787.76,7290189.24,12653638.79,8098462.99,20485512.03,7290234.38,12130873.68,12392700.44,25846877.4,19081530.33,14917209.27,15594287.15
TAG 52:12,27632653.88,25478127.95,26942289.45,57087655.59,89268783.79,200263382.1,4016582.49,5419124.27,7390726.55,15903770.12,13628067.64,12754528.81,16350853.68,8742756.22,13121744.6,21611301.99,15421917.09,38011645.06,3418703.35,3273146.19,4242690.65,5264000.95,11818564.63,5923315.44,7911439.35,7435620.26,14538868.54,19697063.57,15327774.66,15926080.49
TAG 52:14 +1O,4469988.13,3744512.74,4608549.51,1264083.8,2733856.5,3409890.02,1082245.84,1106642.22,1215085.55,1351820.46,1185641.89,1204594.39,2335836.24,3257105.26,3749069.89,2491655.99,2083311.61,1330407.58,3676718.69,3005343.32,3275059.45,1052800.19,1969760.77,1230227.05,2109717.16,1780042.43,3150088.18,4308732.66,3968798.8,4976900.15
TAG 52:2,93459920.23,81063302.86,35446912.97,468930845.9,25382342.51,140722152,108221115.7,110660754.1,121505087.2,286264394.2,258929817.3,240915409.7,197644214,205708443.2,281176773.6,533922816.6,194799695.3,543020033,258011879,223165590.4,260512624.8,222704264.4,433343902,264267528.5,195145369.5,180253993.1,347313947.2,307763150.4,273706793.9,331789875.7
TAG 52:3,44696615.51,46320603.23,42537191.26,46890165.62,80896569.55,140722354.1,122725643.5,125492243.7,137789941,254457056.1,149905478.3,226743913.2,179676445.1,167994795,257745288.9,279672407,194799897.4,380113184.9,109653256.7,89264357.54,96759854.39,174113688.6,543650707.4,214147369.2,147676935.5,159975230.8,347314149.3,264676026,195699571.4,189118940.1
TAG 52:4,2113085.3,2972448.26,389954.19,14883567.35,55792989.87,2652136.68,59133019.92,66170359.51,78917927.53,206749011.5,340701691,184232082.9,127572594.7,188569251.8,140590120.7,254250611.6,156924770.4,325814100.5,64503836.73,71414098.64,104206437.1,190313880.3,267887465,182255859.5,142405908.4,132939877.5,258468774,400096603.8,355823340.4,431331346.6
TAG 52:5,207244904.1,38603224.16,198522132.8,112136466.3,418447424,292276287.4,84794519.13,61036452.31,38832631.01,74747719.55,245305217.5,68024153.68,37732739.27,222854570.4,51549710.94,330525795.1,102812780.6,380116450.6,109656522.4,121999085.2,178639606.4,149821565.4,315161723.6,132135498.2,200423130.3,214055734.9,460397503.6,369319941.9,328452314.2,398152012.3
TAG 52:6,333217296.8,92647737.99,308418313.4,591265004.3,1617996706,313926382.8,133886082.8,131199850.8,137793206.8,413498023.1,654147246.7,354292467.1,413263334.9,702849029.6,656087230.1,1449228486,251620752.5,1330407577,412824555.1,327314618.8,342392579,206510806.3,551533016.2,405519287.5,580172219.2,495708017.6,888486410.6,1477279768,916929377.1,630407352.7
TAG 52:7,406362557,42463546.58,354503808.5,50971121.06,1060066808,146138143.7,101530279.5,101537275.8,108981899.9,286267862.1,381585893.9,240918877.6,305455508.4,359995844.4,398338675.4,661051590.3,238092755,733081726.2,161259591.8,139852609.8,163752972.6,85033861.43,267887465,259714599.9,168777372.9,205042861.8,476551802,800193207.5,588477062.9,564048684
TAG 52:8,268199287.6,239339989.8,262332818.3,285438278,502136908.8,811878576.2,87025953.85,88987724.86,97707910.28,318075402.4,231677149.9,283433973.7,215615653,205711911.1,351475301.9,279675672.8,267854349.4,298662925.5,70954220.41,62487336.31,74433169.34,48590777.96,236371292.7,77458740.31,179325958.7,130686659.2,193851580.5,264679291.7,195702837.2,189122205.8
TAG 52:9,345408173.5,316546438.1,343868694.3,366992071.7,613722888.6,1082504768,99298844.77,96403368.6,100213241.3,445305563.3,422470096.8,382635864.4,305455508.4,164569528.9,351475301.9,355950856.3,324671938.7,380116450.6,90305371.42,89267623.3,119093071,85033861.43,299403637.4,82015136.79,131857322.6,139699532.2,298854519.9,286222955,213494004.2,209029806.4
TAG 54:10,446998812.7,13511128.46,496305332,38738052.01,55792989.87,129900572.2,133886082.8,142608533.4,162846517.1,222652781.6,204421014.6,184232082.9,197647681.9,274282548.1,257748554.7,406800978.6,140691173.4,461569975.8,187061126.5,166632896.8,200969557.2,182215417.4,45698449.92,154917480.6,385023381.9,389806759.3,807714918.7,553979912.9,396879879.6,364972677.9
TAG 54:11,134099643.8,138971607,81535875.97,285438278,418447424,757753337.8,52438715.78,50198203.77,51359286.17,50892064.38,94033666.71,62355474.21,44919927.7,161140997,128874277.4,109327763,89284783.13,114034935.2,45152685.71,39277754.25,46148564.99,39682468.67,94548517.07,38273730.5,94937272.24,72102984.38,113080088.6,156960975.3,99904245.56,72994535.58
TAG 54:12,130036018.2,127390639.7,109896180.6,116214156,172958268.6,335576478.2,13388608.28,14831287.48,17537317.23,25446032.19,31344555.57,19840378.16,57497507.46,61713573.33,70295060.37,12458279.97,15963036.98,11675005.27,9030537.14,12199908.52,20096955.72,16601849.14,48062162.84,11390991.22,22152030.19,19377677.05,35539456.42,36931994.19,22991661.99,15926080.49
TAG 54:13,73145260.26,65625481.08,60265647.45,167185277.1,212013361.5,416764335.8,14504325.64,16542589.88,20042648.26,47711310.35,38158589.39,41097926.18,52107116.14,34285318.52,65608723.01,13729533.03,3787839.28,62447702.6,5224810.78,6278489.51,9676312.02,14577233.39,20485512.03,12302270.52,22152030.19,19377677.05,35539456.42,40009660.38,31476680.11,33179334.35
TAG 54:14,36978992.69,31654643.81,32614350.39,40776896.85,61372288.86,113663000.7,14504325.64,14831287.48,16284651.71,31807540.24,28618942.04,28343397.37,35935942.16,29142520.74,58579216.98,48307616.21,20291996.17,67877937.61,13545805.71,13687702.24,18608292.34,14172310.24,28364555.12,12757910.17,17405166.58,14420596.88,25039162.48,49242658.92,41056539.27,46451068.1
TAG 54:15,12190876.71,11194935.01,10280610.45,31398210.57,35986478.47,69280305.17,5690158.52,5818428.16,6388594.13,9065148.97,7495437.2,7794434.28,7366868.14,4285664.81,12418794,14238034.25,7846238.52,25793616.29,10965652.24,9224321.08,10420643.71,6478770.4,14182277.56,8201513.68,9493727.22,8787551.22,16962013.29,33854328.01,30108128.8,36497267.79
TAG 54:3,174735899.5,154412896.7,138256485.3,201845639.4,253858103.9,324751430.5,4239725.96,5818428.16,8017059.31,12723016.09,50423850.26,11195641.96,7366868.14,35999584.44,11012892.79,106785256.9,37878392.84,116750052.7,52248107.75,46121605.37,55080545.32,48590777.96,94548517.07,59233154.35,49301062.61,43593973.58,80771491.87,98485317.85,87587283.78,106173869.9
TAG 54:3 +2O,6095438.36,4246354.66,5672060.94,2242729.33,3626544.34,6495028.61,1227289.09,1197911.68,1252665.52,1558569.47,1771648.79,1558886.86,1617117.4,2228545.7,2155715.19,2161130.2,1839807.65,0,425725.32,392777.54,491258.92,25105.24,1024275.6,15947.39,45358.92,312296.05,1050029.39,280067.62,1246750.24,2720705.42
TAG 54:3 +3O,32131087.6,24714178.74,29045899.15,10631845.19,16359980,27225954.63,5312241.56,5554598.03,6261210.27,7255892.69,7798923.62,7841668.27,8965428,10764811.55,11572243.3,17928127.07,6927201.66,16998835.06,4201855.44,2805961.6,2301677.13,1970637.3,5058622.77,2447048.86,3261345.14,2123155.31,3014485.69,20857979.7,19602932.15,25170170.49
TAG 54:4,134096579.9,10805838.8,120528230.9,12026120.6,15340008.25,24894545.71,45741347.67,46202100.86,50103556.69,73154278.57,58597626.88,63769580.11,55697646.39,63424775.29,77321502.44,106782192.9,59520124.79,168334221.3,34183969.5,33918632.89,45401169.33,76932334.47,165456840.9,100237658.8,68562743.76,63087047.37,121154173.8,129258915.7,98532630.29,99534939.1
TAG 54:4 +2O,19099040.18,17757483.12,18434198.04,11825300.09,16458932.01,33557647.82,1338860.83,1369041.92,1503198.62,1908452.41,1226526.09,1417169.87,1024174.35,135427.01,0,1449228.49,1542191.71,1547616.98,167709.98,151754.96,186082.92,348233.91,1181856.46,341729.74,896629.79,788626.39,1453886.85,4308732.66,2819215.7,2189836.07
TAG 54:5,162545022.8,11580967.25,152436637.7,36699207.17,170168619.1,9742542.92,15620043,15972155.74,17537317.23,46120933.34,100847700.5,41097926.18,21561565.3,51427977.77,25774855.47,10170024.47,48700790.8,32581410.05,10965652.24,10414556.05,13397970.48,68836935.44,86669473.98,63789550.84,23206888.77,25912010.01,57347759.23,40009660.38,46530744.51,69676602.14
TAG 54:6,731426593.8,19275603.22,744431989.1,63178181.26,418421415.2,156937182.5,41255533.35,29066131.96,17511308.37,27010400.34,953938725.9,26900218.64,13809328.87,1045676206,30435183.97,584750397.9,165015560,1167474518,470851999.3,482019157,662429198.3,485881770.7,504232748.8,446500847,685632068.4,518214191.4,807688909.8,1077157155,957959907.5,1161250694
TAG 54:7,568907579.8,69485803.5,567206093.7,85631483.39,892687837.9,216500953.7,11045601.83,10553031.47,10772923.44,109736013.8,926708599.5,90698871.57,109604623.6,1062844874,105442590.6,101700244.7,432895918.2,298662925.5,57408414.69,43741135.42,43171238.22,129575407.9,661839619.5,82015136.79,49050923.99,41909859.67,75117487.44,200048301.9,156014849.2,162578738.3
TAG 54:8,292581041.1,57904836.25,283603046.8,50971121.06,557929898.7,162375715.2,31240086,31373877.35,33821968.94,112916767.8,313445555.7,102036230.5,70075087.22,325710525.9,86697241.13,305100734,221859158.1,325814100.5,103206138.8,83316448.42,89319803.21,97181555.92,346677895.9,191368652.5,184600251.6,135193095.7,201928729.7,461649927.4,327083762.9,295296075.8
TAG 54:9,353535424.6,88787415.58,336778618.1,366992071.7,641619383.5,1082504768,42397259.57,39359955.23,38832631.01,174941471.3,558750773.2,141716986.8,71871884.33,377138503.7,257748554.7,432226039.8,324671938.7,488721150.8,90305371.42,77365273.53,89319803.21,64787703.95,323040766.6,123022705.2,189874544.5,150965623.5,250391624.8,255446293.2,199808491.1,209029806.4
TAG 56:10,381980803.6,81066770.74,347413732.4,11621415.6,530033403.8,243563572.9,50207281.07,50768637.9,55117282.72,190845241.4,449726232.1,87864531.83,122182203.4,222854570.4,147619626.8,305100734,140691173.4,352965275.6,122557289.8,98194385.63,104206437.1,105280018.9,86669473.98,200481445.5,237343180.6,168991369.6,242314475.6,492426589.2,307924044.5,215665673.3
TAG 56:10 +2O,14222689.5,10422870.52,10280610.45,3669920.72,5858263.94,11366300.07,4351297.69,2749492.52,1152452.28,5725357.24,5042385.03,4109792.62,7546547.85,3257105.26,15933547.02,139837.84,784623.85,200918.7,2709161.14,2320958.21,2679594.1,2308061.95,3230407.67,4328576.66,5801722.19,4326179.06,6623262.33,13541731.2,11632686.13,13603527.09
TAG 56:11,406362557,10036838.28,460854951.1,36699207.17,697412373.4,59537762.26,200829124.3,199651946.8,212953137.8,159037701.2,231677149.9,62355474.21,156321348.4,514279777.7,234316867.9,330525795.1,351727933.6,380116450.6,154809208.2,151754959.6,200969557.2,153870796.9,535774930,164030273.6,342829038.6,310944120.1,589631890.6,461649927.4,342137827.3,331793343.5
TAG 56:11 +2O,19505402.74,18529547.6,18434198.04,12640838.02,15901002.11,38970171.66,9706741.01,9241032.97,9394991.37,9065148.97,6541472.47,1842320.83,14194697.15,4628518,19213983.17,13221031.81,10281278.06,29866292.55,5224810.78,5385813.27,7443316.93,8908309.29,16545990.49,8201513.68,14240590.84,12618022.27,23423732.64,25544629.32,19022863.2,18580427.24
TAG 56:12,150354146.1,127390639.7,141801523.4,142719139,220382310,373464145.1,37934390.14,39930389.36,45095958.59,25446032.19,136280676.4,25509057.63,97027043.84,157712465.2,159335470.2,106785256.9,59523188.76,108604700.2,36122148.57,33624138.11,42426906.53,34013544.57,8666947.4,31894775.42,84388686.44,65343329.6,105002939.4,123106647.3,87587283.78,79630402.45
TAG 56:12 +2O,40636255.7,42463546.58,38995418.94,15699105.29,22317195.95,39511424.04,11157173.57,11979116.81,13779320.68,23855655.18,19079294.69,19840378.16,14194697.15,16799806.07,25774855.47,38137591.75,40583992.33,38011645.06,14190844.08,14877937.22,20841287.42,11337848.19,21273416.34,12757910.17,14240590.84,13068665.92,25039162.48,36931994.19,32845231.42,39815201.23
TAG 56:13,27632653.88,11580967.25,12053129.49,14068029.41,23990985.64,43841443.12,4016582.49,4677559.9,5762261.38,13836280,35432975.86,10203623.05,70075087.22,59999307.4,82010903.77,21357051.38,10281278.06,19005822.53,13545805.71,13985260.98,19352624.03,11337848.19,8666947.4,11390991.22,29008610.96,24109435.4,42001175.77,61553323.65,32571521.16,12608147.05
TAG 56:14,65018009.12,61765158.66,60265647.45,79514948.86,114375629.2,227326001.3,27892933.93,17797544.97,7766526.2,68386211.51,51786657.03,53852455,80855869.87,54856509.62,103099421.9,63562652.91,32467193.87,86883760.14,12900767.35,13687702.24,19352624.03,25105235.28,49637971.46,18681225.6,43776631.09,35600848.54,60578618.9,70786322.2,54742052.36,56404868.4
TAG 56:6,121908767.1,2238987,120531294.9,3873805.2,200854763.5,1461381.44,1785147.77,2509910.19,3507463.45,5725357.24,190792946.9,3684641.66,2695195.66,222854570.4,8904040.98,33052579.51,35172793.36,59732585.1,9030537.14,11902349.77,19352624.03,13767387.09,126064689.4,11390991.22,13713161.55,9012873.05,11308008.86,43087326.56,32845231.42,33179334.35
TAG 56:9,65018009.12,69485803.5,60265647.45,154952208,30686144.43,411351812,35702955.42,40500823.49,48853955.14,82699604.61,231677149.9,75110003.02,68278290.11,171426592.6,70295060.37,88987714.07,129868775.5,95029112.65,47087800.81,40170430.49,46148564.99,44541546.46,181217991,100240722.7,94937272.24,69849766.12,105002939.4,221591965.2,165594708.4,162578738.3
